"kclust","Age","Overall","Potential","Wage","InternationalReputation","JerseyNumber","Height","Weight","ST","CF","W","CAM","CM","OM","CDM","WB","CB","FB","Crossing","Finishing","HeadingAccuracy","ShortPassing","Volleys","Dribbling","Curve","FKAccuracy","LongPassing","BallControl","Acceleration","SprintSpeed","Agility","Reactions","Balance","ShotPower","Jumping","Stamina","Strength","LongShots","Aggression","Interceptions","Positioning","Vision","Penalties","Composure","Marking","StandingTackle","SlidingTackle"
"1998",5,29,64,64,4,1,6,73,165,41,38,37,40,47,40,57,52,62,56,21,27,66,48,20,22,19,24,55,44,61,43,62,58,54,44,83,77,77,30,56,62,24,42,21,59,58,67,63
"1999",2,26,64,65,2,1,4,74,185,51,52,53,53,56,56,61,61,63,62,54,36,58,61,30,54,37,40,51,55,62,63,62,58,60,43,71,75,72,34,61,66,54,53,42,58,58,66,63
"2000",5,30,64,64,2,1,15,73,179,46,45,45,47,53,48,62,58,63,60,40,35,47,65,32,23,34,45,63,41,69,60,63,67,52,34,81,72,80,35,61,64,47,42,33,50,62,66,64
"2001",5,26,64,66,3,1,18,75,194,43,43,44,46,52,47,60,57,63,57,44,23,65,58,15,54,24,37,56,53,35,42,53,52,54,45,63,78,81,42,62,58,22,46,44,55,66,65,63
"2002",5,22,64,74,0,1,2,70,159,36,31,31,29,34,33,51,52,62,56,28,23,66,28,27,22,23,23,25,29,55,61,46,45,68,39,75,78,69,22,71,66,23,26,37,49,67,65,69
"2003",5,33,64,64,2,1,4,73,190,46,43,40,44,50,42,58,50,63,52,32,28,67,59,25,37,24,53,54,47,32,33,31,51,45,65,73,58,85,56,80,57,35,45,40,63,58,63,58
"2004",2,22,64,70,1,1,4,72,176,54,53,51,54,58,53,62,58,63,59,40,40,62,64,36,50,66,68,65,63,51,61,50,59,56,72,65,61,74,60,50,58,34,56,45,63,69,64,63
"2005",2,20,64,75,2,1,4,72,181,50,51,54,53,55,56,61,61,62,61,61,43,61,64,56,56,31,34,66,62,68,72,66,61,63,43,70,55,69,34,65,57,18,48,32,58,60,64,63
"2006",5,25,64,68,1,1,17,74,172,42,39,38,40,47,41,59,54,62,57,31,19,64,58,38,33,33,26,54,45,55,49,41,60,38,56,39,64,77,40,71,67,16,33,29,64,56,65,64
"2007",5,26,64,67,7,1,28,73,168,51,50,49,51,55,51,61,57,62,58,47,42,62,61,35,43,40,39,60,60,44,51,57,58,46,59,64,64,74,42,62,61,39,52,49,57,60,63,63
"2008",5,29,64,64,1,1,4,72,163,48,47,46,48,53,49,61,57,63,59,42,23,59,59,34,35,25,33,57,54,54,58,53,65,57,59,70,61,75,35,65,66,44,51,25,63,56,65,62
"2009",5,30,64,64,4,1,4,76,187,38,32,29,32,41,33,56,49,62,52,20,11,66,49,13,18,58,64,43,42,32,33,33,46,33,67,34,73,92,16,68,59,27,26,32,67,63,65,66
"2010",5,32,64,64,3,1,5,71,176,50,49,50,50,53,52,58,58,62,59,49,35,64,54,34,48,33,30,53,54,65,61,57,59,60,48,87,66,74,28,57,61,44,54,45,56,60,62,62
"2011",5,30,64,64,3,1,19,75,181,43,40,41,42,45,42,57,54,63,57,41,22,55,59,47,21,33,44,46,48,57,72,75,54,46,52,55,45,70,45,61,56,25,34,43,75,75,70,59
"2012",2,29,64,64,4,1,5,71,183,55,55,55,55,57,57,60,61,62,62,49,44,62,60,45,55,38,28,54,58,72,69,66,62,65,60,80,81,77,52,61,58,43,51,55,59,62,61,60
"2013",2,34,64,64,2,1,3,72,172,58,57,57,56,56,57,59,59,62,59,62,51,60,54,32,63,60,63,57,52,62,63,61,60,68,70,78,51,75,55,64,65,55,58,51,56,63,60,61
"2014",5,27,64,66,1,1,26,75,174,35,31,30,31,38,33,54,50,63,53,29,19,61,46,26,25,28,27,37,31,38,36,44,49,32,44,82,65,81,22,59,64,18,25,35,44,68,67,66
"2015",5,25,63,67,1,1,57,74,176,44,42,42,42,46,44,57,54,62,57,26,33,64,56,23,34,25,22,52,47,65,61,64,61,64,31,63,61,71,20,63,64,31,26,30,59,56,66,63
"2016",2,29,63,63,1,1,23,69,163,50,53,55,54,55,57,61,62,62,62,58,31,44,56,35,53,49,32,50,55,74,76,77,61,78,52,92,82,68,40,90,62,51,57,34,55,61,58,61
"2017",5,17,63,77,2,1,4,76,187,42,40,40,40,44,43,55,55,62,57,30,22,59,55,32,47,34,35,33,39,55,57,48,54,60,44,73,66,70,20,52,65,31,29,47,48,62,69,67
"2018",5,30,63,63,1,1,6,72,172,41,40,41,42,46,43,57,56,62,58,28,21,54,61,30,27,22,26,35,62,64,57,48,55,60,34,69,62,71,23,54,60,23,30,31,48,64,65,67
"2019",5,29,63,63,1,1,5,74,170,44,40,38,40,47,41,58,52,62,54,30,41,59,50,39,32,35,37,52,43,37,37,35,58,52,49,72,73,85,25,71,63,26,42,45,63,58,62,61
"2020",5,22,63,74,1,1,2,71,157,45,45,45,45,48,48,56,56,61,58,28,24,63,48,20,58,23,31,46,63,60,64,57,51,54,38,74,74,77,22,42,58,25,31,39,64,62,66,64
"2021",5,24,63,70,1,1,4,74,165,49,49,49,50,53,52,60,58,61,58,45,24,57,62,36,57,35,29,53,61,58,55,50,54,52,56,52,61,71,33,64,61,43,40,38,51,62,64,61
"2022",5,34,63,63,2,1,12,70,170,46,45,47,46,49,48,57,55,62,56,56,29,58,60,54,54,42,23,55,52,53,43,60,58,60,45,75,44,74,30,72,60,32,31,44,59,59,62,61
"2023",5,36,63,63,1,1,22,72,165,43,42,41,44,50,43,58,52,62,53,32,34,61,53,34,45,42,29,55,51,34,32,52,52,47,32,67,61,83,47,65,63,29,42,36,61,60,62,62
"2024",5,20,63,74,1,1,33,72,165,41,38,38,38,42,39,53,53,61,56,31,22,62,52,21,29,29,35,26,45,53,50,42,52,61,42,67,61,68,25,50,61,34,30,48,38,62,69,67
"2025",2,34,63,63,1,1,32,71,170,54,53,54,54,57,56,62,61,62,60,63,50,57,60,47,55,44,46,62,60,51,44,66,63,56,56,60,72,79,44,58,64,46,47,51,65,61,61,61
"2026",5,27,63,65,3,1,2,73,181,50,49,49,51,54,51,60,56,61,57,45,32,70,72,39,44,43,42,58,41,55,65,59,58,42,52,53,60,71,43,79,65,48,53,50,58,60,53,52
"2027",5,24,63,69,1,1,3,78,185,42,39,37,40,47,39,57,48,61,50,31,19,66,58,23,33,27,28,60,48,38,31,33,53,30,65,31,40,88,40,79,58,23,37,46,44,60,60,58
"2028",5,28,63,63,4,1,27,71,148,44,45,45,47,51,48,58,56,62,58,33,24,61,56,29,50,28,24,50,53,59,63,63,55,61,37,84,69,72,25,60,59,28,49,36,52,61,64,63
"2029",5,22,63,72,1,1,15,76,194,40,37,36,38,45,40,57,52,61,55,28,22,63,55,29,29,27,25,53,41,55,54,44,49,37,41,69,70,75,23,69,60,23,32,34,47,62,63,60
"2030",5,24,63,67,2,1,18,74,179,53,50,49,50,52,50,57,56,62,58,37,48,70,54,45,47,51,45,49,54,62,59,53,62,54,56,81,67,73,57,63,57,35,43,41,53,51,66,62
"2031",5,26,63,66,2,1,21,75,194,43,44,48,45,47,50,56,58,61,58,55,21,52,60,25,59,39,23,45,54,64,68,51,57,47,35,69,51,84,19,60,60,21,31,36,49,60,60,59
"2032",5,22,63,68,1,1,44,72,176,45,43,44,44,49,47,58,56,62,57,43,29,62,60,37,40,36,31,53,48,59,60,43,60,45,43,64,62,78,37,60,56,27,34,36,49,61,65,60
"2033",5,35,63,63,1,1,66,76,198,43,37,33,35,41,35,54,46,62,49,21,39,66,41,28,25,21,42,44,40,30,35,33,52,31,59,59,56,90,29,84,56,26,35,39,58,57,64,61
"2034",5,31,63,63,2,1,88,74,174,42,40,39,41,49,42,59,54,61,56,25,26,61,58,28,31,30,31,56,50,50,40,47,60,50,39,66,77,70,24,58,61,32,29,42,61,63,63,63
"2035",2,28,63,63,1,1,7,72,172,56,57,60,57,57,61,60,63,60,63,61,53,46,56,49,56,56,36,53,57,83,88,79,57,78,50,81,91,73,42,80,53,55,55,46,57,60,59,57
"2036",5,20,63,74,2,1,6,75,190,41,35,33,34,39,36,52,48,62,52,21,20,67,42,36,23,24,27,41,41,59,53,36,53,31,54,62,52,90,14,62,58,23,28,36,52,60,64,59
"2037",5,24,63,68,3,1,4,71,154,43,41,41,41,44,43,56,55,62,57,27,35,54,55,27,34,26,21,35,45,53,69,52,66,61,31,71,65,69,19,64,61,26,26,31,45,62,66,62
"2038",5,36,63,63,1,1,4,74,185,41,36,34,36,43,36,55,49,62,53,21,24,65,46,27,24,24,22,46,49,38,41,51,50,53,53,73,65,78,24,62,55,26,29,33,67,64,67,63
"2039",5,21,63,75,1,1,15,70,181,40,38,38,38,41,39,53,52,61,55,20,22,53,42,24,33,28,29,25,44,62,65,51,64,62,32,78,62,72,24,67,62,24,33,30,39,62,64,60
"2040",5,18,63,83,4,1,26,76,179,47,48,48,50,53,51,58,56,62,57,31,25,71,60,33,56,35,34,52,51,68,68,61,56,39,42,72,67,78,29,61,60,30,56,42,56,54,64,57
"2041",5,29,63,63,2,1,29,73,181,50,48,49,49,52,51,59,57,62,59,51,37,61,56,22,45,23,29,54,56,61,59,66,54,47,51,47,66,87,45,64,58,41,40,33,52,59,64,62
"2042",5,28,63,64,3,1,13,72,172,43,39,40,41,46,43,57,54,62,57,38,22,64,60,37,30,32,25,58,36,63,58,58,61,56,47,75,62,72,24,62,57,30,30,46,45,60,66,63
"2043",5,34,63,63,3,1,19,72,165,43,41,42,42,45,44,56,55,62,58,51,25,61,53,57,23,35,50,45,51,64,67,44,61,51,48,73,40,53,41,65,64,23,38,47,58,72,66,55
"2044",5,19,63,76,1,1,3,73,165,50,49,51,49,51,52,59,60,62,62,46,38,62,58,38,45,41,37,51,64,78,75,71,61,62,48,72,68,69,43,57,57,26,30,35,47,57,67,63
"2045",5,26,63,68,2,1,12,76,172,42,38,35,38,42,37,53,47,61,51,18,32,68,45,23,22,22,28,37,45,60,38,31,47,29,51,70,54,83,35,66,56,24,43,50,43,58,63,65
"2046",2,24,63,68,2,1,8,71,170,60,59,59,58,58,59,60,60,62,61,53,58,61,58,35,52,55,64,54,61,72,68,71,69,71,69,70,69,66,51,73,52,55,55,36,59,63,62,60
"2047",5,27,63,64,1,1,5,74,183,40,37,37,38,43,39,54,51,62,54,29,24,68,49,23,28,29,30,42,37,50,53,54,58,55,32,71,55,77,23,64,67,29,35,35,48,59,62,57
"2048",5,31,63,63,1,1,3,74,181,48,46,46,46,47,47,55,54,61,56,35,31,62,47,42,47,37,24,40,49,68,61,68,59,59,63,67,62,77,28,78,61,30,46,44,60,52,63,59
"2049",5,23,63,72,2,1,4,75,185,47,46,46,45,48,48,57,57,62,58,54,26,66,58,30,39,34,27,41,59,57,63,40,59,45,53,64,58,74,32,64,56,31,38,40,43,63,61,58
"2050",5,22,63,67,2,1,4,70,168,47,46,45,46,50,47,57,55,62,57,37,34,67,63,29,51,35,27,50,54,50,44,31,59,62,45,68,40,61,38,50,66,37,30,48,49,55,69,68
"2051",5,24,63,69,2,1,24,74,172,41,40,40,42,45,42,56,53,62,56,21,20,56,67,24,25,30,35,33,53,69,68,56,55,58,31,83,52,74,22,60,58,25,31,40,55,64,62,58
"2052",5,24,63,70,1,1,15,74,165,49,48,49,47,50,51,58,60,62,60,57,32,56,55,42,53,41,37,46,56,60,64,47,48,56,58,73,63,72,35,59,66,38,37,36,62,54,68,69
"2053",5,23,63,73,3,1,21,72,165,43,40,39,40,43,42,55,53,62,56,28,27,65,50,53,35,30,25,44,40,67,64,37,53,62,43,67,55,64,29,63,64,28,32,44,50,65,67,62
"2054",5,25,63,68,2,1,21,72,181,49,46,46,44,46,47,55,55,62,57,40,31,65,45,26,49,35,33,38,52,58,59,54,55,44,52,69,66,73,33,65,59,49,30,51,52,64,62,63
"2055",5,23,63,69,2,1,6,73,181,40,39,38,42,48,40,58,50,62,52,28,19,65,61,12,38,19,21,62,48,35,34,55,61,52,42,34,34,76,18,66,62,26,35,22,53,61,66,62
"2056",5,22,63,76,7,1,27,75,172,52,52,50,54,57,52,60,55,61,56,28,43,62,66,32,53,44,29,56,60,50,44,52,59,49,53,58,58,69,30,61,57,46,58,40,52,63,64,61
"2057",5,26,63,67,3,1,13,75,192,45,45,46,48,52,48,59,55,62,56,39,26,58,53,40,54,39,23,58,51,34,62,57,57,30,33,53,62,88,41,66,62,37,49,20,54,55,62,63
"2058",5,18,63,76,4,1,28,74,194,46,44,45,44,47,47,56,56,61,58,37,31,61,52,36,44,38,37,50,56,68,70,38,51,41,44,67,62,80,40,48,59,26,28,44,46,58,65,66
"2059",5,20,63,76,2,1,29,74,165,51,51,52,50,53,54,58,60,62,61,57,29,64,60,30,55,41,35,49,58,66,71,49,56,56,56,53,67,74,35,58,58,44,40,39,53,59,68,57
"2060",5,20,63,76,7,1,34,73,172,47,47,48,47,50,50,57,57,61,59,38,23,61,56,39,54,37,41,54,57,70,71,57,51,54,48,71,59,70,36,51,61,33,31,47,44,60,66,65
"2061",5,19,63,79,1,1,22,72,176,44,41,42,41,43,43,54,53,61,56,33,25,65,54,29,37,30,28,38,46,64,69,66,50,62,50,69,55,71,23,70,57,29,32,42,44,61,65,60
"2062",5,25,63,68,1,1,15,74,183,53,50,46,48,51,48,56,51,61,53,24,51,68,54,46,51,29,25,49,48,37,52,45,55,36,49,69,60,84,18,57,61,58,47,35,44,56,60,59
"2063",5,28,63,64,1,1,4,76,165,39,37,38,39,46,42,57,55,62,57,38,17,60,56,23,33,27,22,55,41,55,52,45,55,45,33,51,64,79,16,59,60,29,31,31,55,66,66,64
"2064",5,25,63,66,4,1,33,77,192,49,49,50,51,55,53,60,60,61,60,53,27,64,60,44,54,41,26,57,57,53,64,53,60,31,56,32,70,80,41,56,63,31,51,61,66,55,63,63
"2065",5,23,63,71,2,1,20,73,165,44,43,43,44,49,46,57,53,61,55,28,20,68,57,28,46,30,26,56,56,55,62,44,49,48,42,78,59,73,22,68,60,31,36,39,58,57,61,58
"2066",5,20,63,78,5,1,36,72,165,43,42,42,42,45,44,55,55,61,57,33,26,73,58,32,40,30,28,41,57,60,65,35,43,64,41,67,55,59,25,48,59,23,31,30,52,68,66,62
"2067",5,27,63,65,1,1,29,76,181,42,41,39,42,47,42,57,50,61,52,26,17,62,53,23,37,22,27,53,55,47,48,32,56,47,51,39,42,81,25,81,59,24,45,23,52,60,60,57
"2068",5,21,63,74,1,1,30,71,152,40,39,39,40,45,41,56,54,61,57,32,15,60,58,22,22,28,45,45,58,48,68,41,57,65,35,73,51,65,33,59,58,28,25,46,44,57,67,64
"2069",5,29,63,64,3,1,3,73,170,41,40,42,41,45,45,56,56,61,58,37,19,58,50,21,30,35,30,42,40,71,69,66,63,63,21,77,80,74,23,81,60,44,31,28,46,56,59,63
"2070",5,23,63,69,4,1,24,74,187,50,48,48,47,50,50,57,57,61,59,43,32,63,55,32,46,32,29,49,56,63,64,46,54,56,55,62,68,73,44,55,60,41,35,40,48,61,64,62
"2071",5,24,63,66,1,1,33,73,174,39,38,37,37,40,39,52,52,61,55,23,18,56,43,32,37,25,31,29,33,59,70,36,54,47,43,78,61,65,27,63,62,30,34,40,58,64,68,66
"2072",5,21,63,70,2,1,2,69,146,45,44,45,45,46,45,55,54,62,57,28,25,62,56,30,46,28,25,44,51,71,74,73,60,71,53,72,35,51,32,71,63,20,33,30,60,62,64,66
"2073",5,22,63,72,3,1,13,73,174,44,40,39,39,44,41,55,53,61,56,30,28,68,52,25,30,28,30,49,45,55,59,56,59,55,56,74,56,64,25,59,60,25,27,35,42,59,66,64
"2074",5,31,63,63,1,1,2,74,159,37,35,34,36,41,36,54,50,62,52,29,17,58,38,23,34,30,23,29,46,32,32,31,54,54,35,71,61,85,22,62,68,28,41,34,58,63,63,62
"2075",5,21,63,73,1,1,21,74,185,44,44,44,45,48,46,57,54,61,57,28,23,60,59,29,41,30,32,52,52,66,67,57,62,53,38,70,48,72,20,60,66,28,38,35,56,58,60,60
"2076",5,19,63,80,3,1,3,74,165,44,42,44,42,44,45,54,55,61,58,38,26,64,47,31,42,34,30,42,48,67,69,61,52,56,33,75,58,67,28,55,62,36,30,32,69,64,65,63
"2077",5,28,63,63,4,1,31,75,179,41,37,36,37,42,39,54,51,61,54,28,17,78,52,23,35,30,25,42,43,44,49,49,49,41,43,34,64,89,26,56,58,28,26,41,64,59,60,65
"2078",5,22,63,72,1,1,15,74,150,45,45,46,45,49,49,58,57,61,58,38,27,60,56,22,45,32,28,52,55,73,75,51,56,58,44,71,68,73,22,75,58,24,36,38,54,58,62,56
"2079",5,21,63,71,1,1,27,74,172,40,38,38,37,41,40,53,54,62,57,34,22,68,42,30,33,32,36,35,37,64,62,42,52,48,41,69,64,68,26,52,63,26,36,49,44,63,70,68
"2080",5,28,63,63,2,1,15,77,168,46,44,41,44,50,44,59,53,62,55,20,28,64,57,23,38,23,32,56,52,42,51,34,63,39,46,44,65,79,25,55,60,38,38,45,56,65,64,60
"2081",5,24,63,67,1,1,27,74,190,39,37,37,38,43,39,56,51,62,54,22,21,59,50,27,29,28,25,47,41,64,52,47,62,46,34,76,59,77,20,74,57,22,33,31,43,62,63,62
"2082",5,27,63,65,1,1,4,74,181,42,37,35,36,41,37,53,49,62,52,29,25,65,45,20,30,20,21,40,35,39,53,43,55,47,59,63,59,85,18,71,59,28,35,47,62,62,63,58
"2083",5,25,63,66,2,1,3,72,185,44,40,41,39,42,43,54,55,62,57,45,25,61,44,34,29,27,27,35,47,61,63,55,64,66,41,73,62,75,23,67,58,36,28,35,43,62,64,60
"2084",5,28,63,63,4,1,16,74,170,43,38,36,37,44,39,55,52,62,55,29,24,69,56,27,22,26,24,41,47,42,47,40,58,53,51,74,66,70,26,64,60,33,22,17,62,59,62,64
"2085",5,27,63,63,3,1,91,73,181,46,43,41,43,47,43,56,53,62,55,33,38,64,50,32,38,32,50,41,55,55,33,49,52,64,61,69,63,73,37,65,66,25,37,43,60,54,66,66
"2086",5,23,63,68,2,1,26,75,170,42,41,41,41,43,43,54,55,62,58,28,22,64,45,24,38,24,31,33,50,66,71,66,52,50,38,74,69,75,19,52,61,29,35,37,56,63,64,64
"2087",5,20,63,78,1,1,34,73,174,42,40,40,38,40,41,52,52,61,55,29,25,60,35,30,39,25,28,28,42,66,65,55,55,64,41,77,67,78,20,72,63,31,35,43,48,60,62,60
"2088",5,23,63,68,1,1,4,73,181,43,40,41,40,44,44,55,56,62,58,48,22,59,52,21,31,27,31,36,48,65,68,55,53,64,61,81,68,76,26,73,52,21,35,36,51,61,68,60
"2089",5,28,63,63,5,1,34,71,170,45,42,41,41,43,41,53,53,62,56,29,25,63,43,31,27,64,66,26,55,62,62,56,56,57,57,86,69,82,62,67,59,23,35,37,60,57,61,60
"2090",5,29,63,63,4,1,15,74,181,48,48,49,48,51,51,59,59,61,60,49,33,59,53,28,51,36,30,52,48,61,65,70,60,53,49,36,70,75,37,68,65,38,45,49,48,63,61,62
"2091",5,22,63,72,2,1,21,76,179,42,40,39,40,45,42,55,53,62,55,34,21,65,55,24,38,27,31,39,42,42,50,28,53,35,42,75,63,74,26,61,59,36,38,42,60,62,65,65
"2092",5,19,63,78,1,1,34,72,154,45,44,44,46,52,48,61,58,62,60,34,27,55,66,35,35,37,28,67,57,64,62,43,64,66,43,71,64,63,23,55,65,29,30,49,58,64,63,62
"2093",5,25,63,65,5,1,77,74,185,45,44,44,43,43,45,53,54,61,56,32,33,63,41,25,49,32,28,29,46,57,67,57,56,62,28,72,61,75,25,59,61,39,37,38,44,60,65,64
"2094",5,22,63,71,1,1,18,75,187,44,43,43,44,48,45,57,54,62,56,31,26,63,54,36,48,29,33,43,58,55,54,49,61,49,40,55,57,79,22,59,60,22,36,33,45,59,64,62
"2095",2,29,63,63,1,1,10,72,159,52,56,57,59,61,61,56,56,48,53,59,43,41,74,42,58,49,42,69,68,59,61,64,55,68,52,53,83,70,37,48,40,44,61,49,64,39,43,40
"2096",5,20,63,78,3,1,4,75,187,46,43,43,43,45,45,54,54,61,57,34,35,68,47,26,37,33,31,44,43,68,74,52,55,50,37,78,62,78,25,61,56,33,43,36,43,55,63,64
"2097",5,29,63,64,4,1,3,73,183,49,46,44,45,49,46,57,52,61,54,23,39,56,55,33,52,32,28,55,52,50,59,43,56,51,66,73,65,87,46,65,50,22,31,33,58,60,65,57
"2098",5,19,63,76,2,1,28,73,176,43,41,41,40,42,42,54,54,62,57,22,22,58,52,22,44,33,27,27,47,68,65,51,59,58,45,70,64,73,24,64,64,25,24,37,48,61,64,62
"2099",5,29,63,63,1,1,15,74,185,44,40,40,39,44,42,56,54,62,56,44,31,60,49,34,26,27,29,46,48,54,60,34,61,42,54,70,59,89,23,62,64,22,35,31,62,58,60,56
"2100",5,24,63,68,1,1,5,72,170,38,38,38,41,47,42,58,54,61,56,34,17,58,61,25,28,20,22,48,48,50,48,58,51,63,36,76,66,69,22,60,55,24,44,26,46,63,70,63
"2101",5,28,63,63,4,1,55,71,163,49,46,46,43,45,46,53,57,62,59,54,23,65,46,22,47,66,40,22,45,57,62,54,57,50,70,80,76,75,61,71,62,41,33,39,49,58,60,62
"2102",5,22,63,71,1,1,4,71,165,49,47,49,47,48,50,56,59,62,60,49,30,58,53,32,42,24,25,49,50,80,80,78,52,68,58,73,64,66,46,64,55,37,35,40,47,70,65,63
"2103",5,26,63,66,4,1,5,73,172,38,35,34,34,39,36,52,52,62,55,26,22,60,41,27,29,30,26,33,33,42,58,35,53,54,40,75,60,62,23,53,59,30,30,39,48,69,72,73
"2104",5,21,63,76,1,1,30,71,165,45,44,46,46,47,47,55,56,61,58,45,32,53,54,39,39,30,40,40,42,67,70,62,48,56,40,76,62,76,52,60,63,36,46,44,57,65,63,60
"2105",5,21,63,70,2,1,20,71,183,46,46,48,48,50,50,58,57,62,59,46,28,63,55,24,48,24,21,52,58,71,71,66,54,62,49,72,60,77,26,68,57,22,46,34,53,59,61,63
"2106",2,21,63,73,1,1,15,70,172,51,52,53,52,53,54,58,60,61,61,51,35,59,56,30,54,51,39,53,55,71,72,69,63,67,53,78,59,58,40,62,62,44,45,40,57,62,64,63
"2107",5,20,63,74,3,1,2,72,159,42,44,46,49,53,49,60,57,61,59,32,21,57,59,23,43,22,30,65,55,65,70,70,59,67,32,67,59,63,27,67,62,21,56,24,62,60,63,65
"2108",5,24,63,70,2,1,18,74,168,43,43,43,45,48,45,58,56,62,58,26,26,58,61,32,39,27,34,42,57,63,61,54,50,53,41,69,63,65,23,57,63,24,39,45,58,65,68,62
"2109",5,28,63,64,2,1,5,76,185,39,36,34,36,42,37,54,49,62,53,22,21,65,46,18,25,21,35,40,46,45,49,36,54,35,39,82,61,82,25,62,58,22,36,20,52,60,63,61
"2110",5,24,63,71,5,1,33,73,165,46,47,50,47,47,51,56,60,62,61,51,31,62,51,28,53,32,26,25,58,64,68,70,63,63,24,77,76,71,27,63,65,34,34,41,66,60,61,58
"2111",5,25,63,68,1,1,28,75,165,51,48,47,48,52,49,60,56,62,59,26,55,61,59,55,32,23,31,57,56,68,65,46,59,56,41,70,73,76,35,55,62,31,43,44,60,59,64,61
"2112",5,26,63,66,1,1,25,71,159,46,43,43,43,46,44,55,53,61,55,30,30,61,55,31,41,34,25,40,48,58,59,65,56,60,58,83,57,75,27,57,59,30,35,37,60,61,64,60
"2113",5,30,63,63,1,1,10,75,190,43,40,40,41,49,43,59,54,62,56,41,32,69,60,32,38,51,42,62,52,42,39,33,47,31,45,51,67,70,39,71,65,19,29,26,48,59,65,59
"2114",5,27,63,63,1,1,26,72,161,48,47,46,49,54,49,60,56,61,57,33,28,62,63,33,40,42,40,60,58,51,61,65,59,63,57,77,75,76,35,70,60,36,47,38,58,52,60,60
"2115",5,25,63,68,2,1,31,74,192,41,37,37,36,38,38,51,49,61,53,32,18,65,33,15,29,31,32,30,50,54,63,55,54,50,43,65,52,81,22,80,54,29,29,33,55,56,65,60
"2116",5,19,63,74,2,1,38,71,170,39,38,37,39,43,39,55,53,61,56,25,16,64,62,21,26,26,29,29,57,53,55,39,55,63,36,75,49,62,19,54,62,22,26,32,44,57,69,63
"2117",5,21,63,71,1,1,28,71,165,43,42,42,42,46,44,56,56,62,59,40,26,62,49,33,37,31,32,45,44,58,59,49,58,65,50,71,63,56,37,60,61,30,37,40,50,62,73,70
"2118",2,26,63,66,2,1,5,74,187,52,54,54,55,57,56,60,58,62,58,43,33,62,61,33,59,44,36,62,61,63,72,60,56,55,50,70,66,79,37,70,57,48,57,38,54,59,59,57
"2119",5,21,63,75,1,1,4,72,183,48,45,42,44,47,43,56,52,61,55,21,44,62,49,38,36,32,23,42,50,54,44,39,71,73,41,76,64,69,37,65,62,37,32,26,58,60,61,60
"2120",2,28,63,63,2,1,5,74,168,57,58,58,60,63,60,64,62,61,61,60,41,56,66,49,61,58,62,64,62,56,54,66,64,55,73,53,77,72,54,76,66,52,65,64,67,52,63,54
"2121",5,28,63,64,1,1,4,72,165,39,35,34,33,37,35,51,48,62,52,28,21,69,34,29,35,26,29,31,31,53,46,39,54,61,41,73,48,83,23,49,75,29,28,36,61,69,64,47
"2122",5,21,63,71,1,1,27,72,152,51,50,50,52,54,52,59,57,62,58,39,33,63,58,28,53,46,34,56,57,60,55,66,51,68,55,73,71,74,45,59,61,47,48,43,50,62,63,62
"2123",5,24,63,72,3,1,28,72,176,44,42,41,43,49,43,58,53,62,56,33,30,67,62,30,31,34,31,56,60,44,50,30,49,56,49,62,43,69,28,51,64,28,36,43,58,50,70,71
"2124",5,19,63,75,3,1,5,72,176,40,40,40,41,46,42,56,54,61,57,31,17,57,49,25,38,22,25,42,53,54,58,41,58,56,40,75,64,72,37,53,62,22,35,35,47,62,67,61
"2125",5,23,63,72,2,1,3,76,183,39,37,36,36,40,39,53,52,61,55,27,16,57,43,27,34,25,26,28,45,56,50,45,59,37,35,67,69,78,21,59,59,29,25,34,48,67,63,62
"2126",5,29,63,64,1,1,28,74,183,39,36,35,35,40,38,54,52,61,55,41,19,56,39,50,16,24,37,36,44,53,65,30,59,55,39,66,53,69,14,74,65,29,39,25,49,65,63,58
"2127",2,20,63,78,10,1,4,74,172,53,55,55,58,60,56,62,58,62,58,49,33,57,65,46,61,48,43,60,66,49,50,59,55,46,57,52,60,75,47,71,61,53,66,42,55,62,61,60
"2128",5,20,63,71,3,1,84,75,179,42,40,40,41,45,43,56,55,61,58,33,22,63,64,31,33,35,32,40,41,66,65,55,52,41,44,71,68,73,25,53,58,23,32,45,56,56,70,62
"2129",5,21,63,73,2,1,17,72,165,41,41,41,42,46,43,57,54,61,56,28,22,60,57,16,35,32,24,45,51,61,58,57,60,61,40,75,62,71,24,58,61,22,32,39,44,61,64,59
"2130",5,21,63,71,1,1,12,73,176,46,46,45,46,48,48,56,56,61,57,24,23,63,63,20,58,27,26,34,57,66,65,37,59,56,36,88,73,86,21,40,61,25,27,30,69,51,67,52
"2131",5,20,62,79,3,1,29,72,172,43,42,41,41,44,43,54,53,60,56,32,21,56,48,31,32,30,35,41,52,65,66,64,58,67,56,74,53,68,28,63,56,29,32,44,45,62,63,61
"2132",5,22,62,70,1,1,4,73,165,38,36,35,37,43,38,55,51,61,53,31,19,63,54,29,31,30,38,47,37,50,48,30,52,54,37,52,59,78,28,66,54,21,33,37,48,60,68,63
"2133",5,18,62,75,1,1,19,70,168,44,41,41,40,43,41,53,51,60,54,37,31,64,43,34,30,34,31,40,49,49,58,49,55,70,40,73,46,64,32,62,58,44,30,53,47,62,65,63
"2134",5,19,62,73,3,1,24,72,172,44,45,44,46,52,47,58,54,60,55,30,20,58,60,32,48,30,26,55,58,43,47,34,61,51,46,74,55,61,27,55,60,40,39,45,54,60,63,64
